-0.0038032,-0.00034685,0.0026406
-0.00041362,0.0003501,0.0010142
-0.00025916,0.00082793,-0.0013297
4.4245e-92,-6.6258e-46,-8.7507e-29
-0.0025211,-0.00027529,0.0011229
-0.0024631,-0.0007447,-0.00089742
-0.058808,0.023313,0.058952
-6.6947e-93,1.5025e-45,1.0201e-27
-0.0010794,0.001963,0.0036024
-2.8748e-05,2.0751e-05,5.3111e-05
-0.0042517,0.0012374,0.0051468
-0.017561,0.036181,-0.053195
-0.0059283,0.01083,-0.016252
-0.0024067,-0.0017241,7.5141e-05
-0.0015302,-0.0024818,-0.00072592
-0.00095177,0.0015949,0.0023351
-0.00085376,-0.00078009,-0.001322
-0.0019863,-0.0038781,-0.0031463
-0.0050132,-0.0064059,-0.004572
-0.0035033,-0.0065663,-0.0020572
-0.0024601,0.0025091,0.0010198
-0.008739,-0.00088155,-0.00070377
1.5927e-91,-1.4208e-45,-1.2435e-27
-0.0015086,-0.0022055,-5.048e-05
-0.003555,0.0063156,0.0044987
-0.001975,-0.0013203,0.00072887
-0.0062256,0.0080848,0.012605
-0.0010128,0.0036229,-0.0058196
-0.0029105,0.00010393,4.8268e-05
-0.011041,0.0018636,0.0021829
-0.00016001,0.00027088,0.0014253
-0.00097783,0.0020971,0.0010758
-0.010364,0.0024711,0.0041395
-0.00031865,0.00046451,0.002262
-0.00070724,0.0012411,0.0017651
-0.0017417,-0.0028578,-0.0011006
-0.00082668,0.00098425,0.0022309
-0.004199,0.00040771,0.00055629
-0.0060302,-0.0057334,0.0010649
-0.01226,-0.010302,-0.0016464
-0.004199,0.00040771,0.00055629
-1.1328e-92,3.5373e-46,3.1991e-29
-0.00099158,0.0012448,0.001251
-0.00012837,0.00024166,0.00064645
-0.00076798,0.0013654,0.0021008
-0.001988,-0.00129,-0.0015161
-0.0012016,-0.0023397,-0.0015899
-0.0037452,-0.0019516,0.0016805
-0.0010508,-0.00197,-0.00058075
-0.0016023,0.0035041,0.0024186
-0.00040485,0.0015366,-0.0017614
-0.0014301,-0.0026367,-0.002061
-0.005108,-0.0080851,-0.0055537
-0.00087613,-0.0016375,-0.00072753
-0.013344,-0.024746,-0.014573
3.0945e-92,-4.4078e-46,-3.0321e-28
-4.1496e-05,2.4209e-05,0.00010384
-0.0036917,-0.0025029,0.00059458
-0.00043985,-0.0009331,-0.00022417
-0.0050318,-0.0019433,0.0025283
-0.00070724,0.0012411,0.0017651
-5.1063e-05,0.00011119,0.00012048
-0.042789,-0.0042524,0.010236
